File,Task,Category
g0pA_taske.txt,e,non
g2pJ_taska.txt,a,non
g4pG_taska.txt,a,cut
g4pH_taska.txt,a,non
g6pI_taskc.txt,c,light
g1pF_taska.txt,a,non
g4pH_taskb.txt,b,light
g3pH_taskb.txt,b,light
g2pH_taska.txt,a,non
g0pD_taskb.txt,b,cut
g9pG_taskb.txt,b,cut
g3pA_taska.txt,a,non
g8pC_taskb.txt,b,light
g6pH_taskd.txt,d,light
g6pD_taskb.txt,b,light
g8pD_taska.txt,a,non
g9pF_taskb.txt,b,light
g6pH_taskc.txt,c,cut
g8pC_taskb.txt,b,light
g3pD_taska.txt,a,non
g6pJ_taske.txt,e,light
g0pI_taske.txt,e,non
g7pF_taske.txt,e,non
g2pF_taskd.txt,d,non
g9pJ_taskc.txt,c,heavy
g0pH_taskb.txt,b,non
g3pA_taska.txt,a,cut
g5pG_taskb.txt,b,cut
g9pD_taskc.txt,c,cut
g0pD_taskd.txt,d,heavy
g9pI_taske.txt,e,cut
g8pH_taske.txt,e,heavy
g1pI_taskb.txt,b,cut
g8pG_taske.txt,e,non
g9pE_taskd.txt,d,non
g9pI_taska.txt,a,cut
g4pF_taske.txt,e,non
g1pJ_taskc.txt,c,light
g8pF_taskc.txt,c,light
g7pB_taska.txt,a,cut
g9pJ_taskc.txt,c,cut
g7pJ_taskd.txt,d,light
g0pJ_taskc.txt,c,non
g9pH_taskd.txt,d,cut
g3pJ_taskc.txt,c,cut
g6pD_taska.txt,a,non
g6pJ_taska.txt,a,cut
g1pG_taske.txt,e,non
g9pH_taske.txt,e,non
g7pD_taskc.txt,c,non
g5pG_taska.txt,a,cut
g5pE_taskb.txt,b,light
g4pB_taskc.txt,c,light
g2pJ_taskb.txt,b,cut
g9pD_taska.txt,a,non
g0pJ_taskb.txt,b,non
g6pA_taskb.txt,b,cut
g2pF_taske.txt,e,non
g9pI_taskb.txt,b,light
g0pI_taska.txt,a,cut
g5pC_taskd.txt,d,light
g9pH_taske.txt,e,cut
g3pG_taskc.txt,c,heavy
g2pA_taske.txt,e,non
g0pE_taskc.txt,c,cut
g7pF_taska.txt,a,non
g8pD_taska.txt,a,non
g6pJ_taskb.txt,b,non
g9pI_taske.txt,e,non
g1pJ_taske.txt,e,light
g1pF_taskb.txt,b,non
g1pH_taskb.txt,b,non
g4pD_taske.txt,e,heavy
g3pA_taskd.txt,d,non
g1pE_taska.txt,a,non
g9pJ_taska.txt,a,non
g5pG_taskd.txt,d,cut
g9pI_taskb.txt,b,heavy
g1pH_taska.txt,a,non
g6pA_taskb.txt,b,heavy
g2pH_taskc.txt,c,cut
g9pD_taskb.txt,b,cut
g4pE_taska.txt,a,non
g2pB_taskd.txt,d,light
g1pD_taskd.txt,d,non
g8pB_taskc.txt,c,heavy
g9pE_taske.txt,e,cut
g9pA_taskb.txt,b,heavy
g5pF_taskc.txt,c,non
g8pG_taskc.txt,c,cut
g6pE_taske.txt,e,light
g5pC_taskd.txt,d,heavy
g1pA_taskc.txt,c,cut
g2pI_taske.txt,e,non
g5pH_taska.txt,a,light
g1pD_taska.txt,a,non
g6pA_taskc.txt,c,light
g6pG_taske.txt,e,cut
g7pF_taske.txt,e,non
g7pD_taske.txt,e,non
g4pH_taskb.txt,b,non
g9pF_taskc.txt,c,non
g4pB_taskc.txt,c,cut
g8pC_taske.txt,e,non
g6pG_taske.txt,e,cut
g8pC_taska.txt,a,non
g0pI_taskc.txt,c,cut
g1pI_taskb.txt,b,non
g4pG_taska.txt,a,cut
g7pI_taska.txt,a,non
g2pF_taskc.txt,c,light
g7pI_taskc.txt,c,non
g0pF_taske.txt,e,cut
g5pG_taskd.txt,d,non
g5pI_taska.txt,a,light
g4pB_taskd.txt,d,cut
g3pB_taskb.txt,b,non
g4pJ_taskd.txt,d,light
g3pD_taskc.txt,c,heavy
g3pH_taske.txt,e,cut
g2pD_taska.txt,a,non
g1pC_taskd.txt,d,light
g0pH_taskb.txt,b,heavy
g0pG_taskd.txt,d,cut
g8pI_taskd.txt,d,non
g4pB_taskc.txt,c,cut
g3pJ_taskd.txt,d,non
g5pJ_taske.txt,e,non
g6pB_taskd.txt,d,cut
g3pE_taske.txt,e,non
g6pC_taske.txt,e,heavy
g6pB_taskb.txt,b,non
g0pI_taske.txt,e,non
g5pB_taskc.txt,c,non
g9pI_taskb.txt,b,light
g2pC_taska.txt,a,cut
g2pJ_taskc.txt,c,light
g8pH_taskb.txt,b,non
g9pA_taskd.txt,d,cut
g9pJ_taske.txt,e,heavy
g0pI_taskb.txt,b,heavy
g8pA_taskb.txt,b,non
g0pF_taska.txt,a,non
g0pH_taskc.txt,c,cut
g3pC_taskc.txt,c,heavy
g6pJ_taska.txt,a,non
g8pH_taska.txt,a,non
g9pI_taskd.txt,d,non
g6pJ_taskd.txt,d,light
g0pI_taskb.txt,b,light
g2pD_taska.txt,a,cut
g6pC_taske.txt,e,non
g2pF_taskb.txt,b,non
g6pG_taskc.txt,c,light
g9pH_taskd.txt,d,light
g7pI_taske.txt,e,cut
g6pC_taskc.txt,c,cut
g5pC_taske.txt,e,light
g9pA_taska.txt,a,cut
g4pA_taskb.txt,b,cut
g8pA_taske.txt,e,cut
g7pD_taskd.txt,d,cut
g2pD_taskb.txt,b,cut
g1pH_taskd.txt,d,non
g5pD_taskb.txt,b,non
g9pJ_taskd.txt,d,heavy
g7pJ_taskd.txt,d,non
g5pG_taske.txt,e,heavy
g2pC_taske.txt,e,non
g4pD_taska.txt,a,cut
g5pA_taske.txt,e,light
g9pC_taskb.txt,b,cut
g3pC_taska.txt,a,cut
g7pE_taskd.txt,d,heavy
g9pG_taskb.txt,b,heavy
g4pG_taske.txt,e,non
g8pB_taskb.txt,b,non
g2pJ_taska.txt,a,heavy
g3pA_taskb.txt,b,cut
g5pH_taskc.txt,c,cut
g5pB_taske.txt,e,non
g1pF_taskc.txt,c,non
g7pE_taska.txt,a,heavy
g1pD_taskd.txt,d,light
g4pJ_taskd.txt,d,non
g9pJ_taskb.txt,b,non
g7pG_taske.txt,e,cut
g2pG_taskd.txt,d,non
g2pC_taske.txt,e,light
g2pG_taske.txt,e,non
g6pE_taskd.txt,d,non
g0pB_taske.txt,e,cut
g1pC_taskc.txt,c,heavy
g4pF_taskc.txt,c,non
g8pH_taske.txt,e,non
g9pC_taske.txt,e,light
g6pJ_taska.txt,a,non
g4pG_taskb.txt,b,cut
g4pC_taske.txt,e,non
g2pF_taskd.txt,d,non
g4pF_taskb.txt,b,non
g3pG_taskc.txt,c,non
g6pB_taskd.txt,d,heavy
g1pD_taskd.txt,d,non
g7pI_taskd.txt,d,cut
g8pD_taskb.txt,b,light
g7pJ_taske.txt,e,light
g1pA_taskb.txt,b,non
g2pE_taskc.txt,c,light
g3pJ_taske.txt,e,non
g2pC_taskb.txt,b,light
g3pC_taskc.txt,c,cut
g4pJ_taskd.txt,d,heavy
g4pE_taske.txt,e,non
g6pB_taske.txt,e,non
g0pC_taske.txt,e,non
g6pI_taske.txt,e,light
g9pC_taskb.txt,b,cut
g7pG_taska.txt,a,cut
g7pC_taskc.txt,c,heavy
g6pG_taskb.txt,b,cut
g9pH_taskd.txt,d,light
g7pJ_taske.txt,e,light
g2pB_taskc.txt,c,cut
g0pA_taskd.txt,d,non
g4pI_taskb.txt,b,light
g9pB_taska.txt,a,non
g0pE_taskc.txt,c,light
g6pD_taske.txt,e,light
g5pC_taskd.txt,d,heavy
g0pF_taske.txt,e,non
g8pE_taske.txt,e,non
g8pE_taskb.txt,b,non
g7pF_taskd.txt,d,non
g1pA_taska.txt,a,non
g4pA_taska.txt,a,non
g9pF_taskb.txt,b,non
g9pB_taskb.txt,b,light
g5pC_taskd.txt,d,light
g7pJ_taskc.txt,c,heavy
g3pB_taskb.txt,b,heavy
g5pC_taska.txt,a,cut
g7pG_taskc.txt,c,light
g5pI_taskb.txt,b,heavy
g6pH_taskd.txt,d,cut
g2pD_taske.txt,e,non
g8pE_taskd.txt,d,cut
g0pC_taskd.txt,d,non
g2pI_taskb.txt,b,cut
g5pI_taska.txt,a,non
g7pJ_taskd.txt,d,non
g2pB_taske.txt,e,light
g3pA_taske.txt,e,non
g7pD_taskd.txt,d,heavy
g1pE_taske.txt,e,heavy
g8pC_taskb.txt,b,light
g4pD_taska.txt,a,non
g1pH_taskc.txt,c,light
g5pF_taskb.txt,b,non
g0pA_taske.txt,e,light
g1pA_taska.txt,a,non
g4pD_taskc.txt,c,heavy
g9pC_taskb.txt,b,non
g8pG_taskc.txt,c,light
g6pI_taska.txt,a,cut
g1pB_taskb.txt,b,cut
g6pC_taskd.txt,d,cut
g7pA_taskb.txt,b,light
g1pF_taskb.txt,b,non
g7pC_taskc.txt,c,heavy
g5pH_taska.txt,a,non
g6pE_taskb.txt,b,non
g2pG_taska.txt,a,non
g8pE_taskb.txt,b,cut
g6pA_taske.txt,e,cut
g5pH_taske.txt,e,non
g7pF_taskd.txt,d,non
g0pH_taskc.txt,c,non
g3pC_taskb.txt,b,non
g3pF_taskd.txt,d,non
g8pE_taske.txt,e,non
g2pF_taska.txt,a,non
g4pD_taska.txt,a,non
g8pA_taske.txt,e,non
g7pG_taskc.txt,c,non
g7pA_taska.txt,a,non
g0pF_taske.txt,e,non
g6pB_taska.txt,a,non
g9pF_taske.txt,e,non
g0pA_taskb.txt,b,non
g2pE_taskd.txt,d,cut
g0pD_taske.txt,e,cut
g3pE_taskd.txt,d,heavy
g1pD_taskb.txt,b,light
g5pE_taske.txt,e,light
g5pI_taska.txt,a,light
g8pC_taskc.txt,c,heavy
g1pJ_taska.txt,a,light
g3pH_taskd.txt,d,cut
g9pA_taskc.txt,c,cut
g8pE_taske.txt,e,non
g6pD_taska.txt,a,cut
g9pF_taskd.txt,d,heavy
g8pD_taskd.txt,d,non
g5pC_taske.txt,e,light
g9pE_taskb.txt,b,heavy
g9pH_taskc.txt,c,non
g9pB_taske.txt,e,non
g5pG_taskd.txt,d,cut
g8pG_taskc.txt,c,non
g8pH_taskd.txt,d,non
g9pC_taskc.txt,c,heavy
g5pC_taskc.txt,c,light
g7pD_taskc.txt,c,heavy
g9pA_taskb.txt,b,non
g3pD_taske.txt,e,non
g5pF_taska.txt,a,non
g9pE_taske.txt,e,heavy
g8pC_taska.txt,a,cut
g5pD_taskc.txt,c,cut
g3pA_taskd.txt,d,non
g7pF_taska.txt,a,non
g4pG_taskd.txt,d,heavy
g7pG_taska.txt,a,non
g3pD_taska.txt,a,cut
g1pD_taskb.txt,b,light
g4pA_taske.txt,e,non
g1pA_taskd.txt,d,heavy
g5pE_taska.txt,a,light
g5pC_taskd.txt,d,non
g8pA_taske.txt,e,light
g0pC_taske.txt,e,light
g1pJ_taskd.txt,d,light
g0pI_taska.txt,a,non
g5pB_taske.txt,e,light
g6pJ_taskb.txt,b,non
g7pB_taskd.txt,d,non
g8pF_taskb.txt,b,non
g8pD_taskc.txt,c,cut
g7pJ_taskd.txt,d,non
g1pC_taskb.txt,b,light
g2pJ_taskb.txt,b,non
g5pJ_taskd.txt,d,light
g5pD_taskd.txt,d,light
g1pI_taskb.txt,b,light
g3pB_taske.txt,e,heavy
g3pC_taskd.txt,d,light
g5pC_taske.txt,e,heavy
g8pB_taskd.txt,d,light
g6pC_taska.txt,a,heavy
g1pD_taskc.txt,c,cut
g7pI_taske.txt,e,non
g8pG_taske.txt,e,non
g5pG_taska.txt,a,cut
g1pH_taskd.txt,d,cut
g0pG_taskd.txt,d,non
g6pA_taske.txt,e,non
g3pI_taske.txt,e,cut
g8pJ_taskc.txt,c,heavy
g5pB_taske.txt,e,non
g8pI_taska.txt,a,cut
g6pE_taskd.txt,d,light
g3pF_taskb.txt,b,light
g8pD_taske.txt,e,non
g0pI_taskd.txt,d,heavy
g5pH_taskb.txt,b,non
g5pB_taskc.txt,c,non
g0pI_taskc.txt,c,cut
g6pI_taskb.txt,b,light
g9pA_taske.txt,e,cut
g2pC_taska.txt,a,cut
g0pG_taske.txt,e,non
g8pC_taska.txt,a,non
g0pC_taskc.txt,c,heavy
g8pH_taskd.txt,d,non
g1pB_taska.txt,a,heavy
g2pB_taske.txt,e,non
g1pD_taske.txt,e,non
g0pD_taskc.txt,c,light
g2pC_taske.txt,e,light
g9pI_taskd.txt,d,cut
g2pG_taskb.txt,b,non
g6pJ_taskc.txt,c,non
g9pA_taskc.txt,c,cut
g4pG_taskd.txt,d,non
g1pB_taske.txt,e,cut
g5pI_taske.txt,e,light
g2pJ_taska.txt,a,light
g0pD_taska.txt,a,non
g6pC_taskb.txt,b,heavy
g5pH_taskc.txt,c,cut
g3pC_taskb.txt,b,cut
g7pI_taskb.txt,b,non
g0pE_taskc.txt,c,cut
g0pF_taskc.txt,c,non
g7pB_taskb.txt,b,cut
g0pB_taska.txt,a,non
g1pC_taska.txt,a,heavy
g0pG_taskd.txt,d,non
g1pH_taskb.txt,b,light
g8pI_taskd.txt,d,cut
g1pF_taskd.txt,d,non
g9pA_taskd.txt,d,heavy
g1pE_taskd.txt,d,non
g1pB_taska.txt,a,non
g8pC_taskc.txt,c,heavy
g8pG_taskd.txt,d,heavy
g7pG_taske.txt,e,non
g3pE_taske.txt,e,cut
g1pC_taskd.txt,d,non
g0pA_taskd.txt,d,cut
g7pH_taskc.txt,c,cut
g5pD_taskb.txt,b,cut
g8pF_taskc.txt,c,heavy
g6pI_taskc.txt,c,heavy
g6pE_taskd.txt,d,heavy
g7pD_taskb.txt,b,non
g5pE_taskc.txt,c,non
g7pH_taskc.txt,c,heavy
g9pJ_taskd.txt,d,cut
g1pE_taskd.txt,d,heavy
g3pF_taskc.txt,c,non
g0pG_taska.txt,a,non
g4pF_taskb.txt,b,non
g8pC_taskc.txt,c,heavy
g4pA_taskd.txt,d,light
g7pI_taskc.txt,c,light
g2pE_taske.txt,e,non
g3pB_taska.txt,a,non
g8pF_taske.txt,e,non
g8pJ_taska.txt,a,non
g9pC_taska.txt,a,cut
g9pA_taskd.txt,d,heavy
g4pE_taska.txt,a,heavy
g7pF_taske.txt,e,non
g1pC_taske.txt,e,light
g6pF_taska.txt,a,non
g5pJ_taskc.txt,c,heavy
g7pB_taskc.txt,c,light
g4pD_taskc.txt,c,non
g9pB_taska.txt,a,non
g4pJ_taskb.txt,b,non
g4pE_taskb.txt,b,non
g7pI_taskc.txt,c,cut
g6pA_taskc.txt,c,non
g4pJ_taske.txt,e,non
g1pF_taska.txt,a,heavy
g0pH_taskb.txt,b,cut
g7pE_taskd.txt,d,non
g2pF_taska.txt,a,non
g9pE_taske.txt,e,cut
g6pD_taska.txt,a,non
g2pJ_taske.txt,e,heavy
g0pE_taske.txt,e,non
g0pE_taskb.txt,b,heavy
g7pE_taska.txt,a,non
g2pH_taskd.txt,d,heavy
g7pG_taskc.txt,c,cut
g3pD_taskc.txt,c,light
g2pB_taska.txt,a,non
g0pH_taskd.txt,d,light
g8pB_taske.txt,e,non
g9pE_taskc.txt,c,light
g0pD_taskd.txt,d,light
g0pG_taska.txt,a,non
g5pA_taska.txt,a,heavy
g4pH_taskc.txt,c,heavy
g9pE_taskb.txt,b,non
g3pJ_taske.txt,e,cut
g6pI_taskb.txt,b,light
g1pC_taskc.txt,c,heavy
g3pB_taskd.txt,d,non
g3pC_taske.txt,e,cut
g9pB_taska.txt,a,non
g5pA_taskb.txt,b,non
g6pI_taskc.txt,c,light
g7pB_taskd.txt,d,non
g8pJ_taske.txt,e,non
g8pH_taska.txt,a,heavy
g7pJ_taska.txt,a,non
g8pC_taskc.txt,c,heavy
g0pA_taske.txt,e,non
g9pJ_taska.txt,a,heavy
g3pE_taskd.txt,d,light
g7pH_taskb.txt,b,non
g7pE_taskb.txt,b,cut
g6pI_taskb.txt,b,non
g4pF_taske.txt,e,non
g4pB_taskb.txt,b,light
g1pG_taske.txt,e,cut
g1pE_taska.txt,a,light
g1pG_taskc.txt,c,non
g5pE_taskb.txt,b,light
g4pB_taska.txt,a,heavy
g4pB_taskb.txt,b,heavy
g1pH_taskb.txt,b,non
g4pC_taske.txt,e,non
g9pI_taskc.txt,c,cut
g8pD_taskd.txt,d,light
g9pC_taskc.txt,c,heavy
g3pF_taska.txt,a,non
g1pC_taskb.txt,b,non
g8pH_taskc.txt,c,light
g2pE_taska.txt,a,non
g7pF_taska.txt,a,non
g1pC_taske.txt,e,non
g5pF_taska.txt,a,light
g3pF_taske.txt,e,non
g2pH_taskb.txt,b,non
g3pI_taskd.txt,d,non
g8pE_taska.txt,a,light
g6pE_taske.txt,e,light
g4pH_taskd.txt,d,non
g2pE_taska.txt,a,non
g3pD_taskc.txt,c,non
g3pC_taskb.txt,b,light
g1pG_taskb.txt,b,non
g1pB_taskd.txt,d,cut
g4pF_taske.txt,e,non
g3pG_taskc.txt,c,light
g1pD_taska.txt,a,non
g6pE_taska.txt,a,cut
g2pB_taska.txt,a,heavy
g7pH_taskd.txt,d,heavy
g8pI_taskc.txt,c,non
g9pF_taskb.txt,b,non
g1pH_taskb.txt,b,non
g2pF_taskb.txt,b,non
g0pA_taskd.txt,d,cut
g3pF_taskb.txt,b,cut
g8pC_taska.txt,a,non
g7pG_taskc.txt,c,light
g1pD_taskb.txt,b,non
g5pI_taskc.txt,c,heavy
g9pG_taska.txt,a,non
g5pJ_taskd.txt,d,heavy
g0pJ_taskb.txt,b,non
g8pA_taska.txt,a,cut
g9pF_taska.txt,a,non
g1pG_taskd.txt,d,non
g1pI_taske.txt,e,non
g2pJ_taskc.txt,c,light
g6pJ_taske.txt,e,light
g1pD_taske.txt,e,cut
g2pB_taskb.txt,b,cut
g5pI_taska.txt,a,light
g9pB_taskd.txt,d,non
g4pI_taskd.txt,d,heavy
g5pJ_taskc.txt,c,light
g1pB_taska.txt,a,non
g3pF_taske.txt,e,non
g4pC_taskb.txt,b,light
g1pD_taskd.txt,d,heavy
g6pG_taskc.txt,c,light
g5pJ_taskc.txt,c,non
g5pJ_taske.txt,e,cut
g8pI_taska.txt,a,light
g9pC_taska.txt,a,non
g9pG_taskd.txt,d,heavy
g7pI_taska.txt,a,non
g0pA_taskb.txt,b,light
g5pB_taske.txt,e,light
g1pH_taskb.txt,b,heavy
g3pG_taskc.txt,c,cut
g2pF_taskc.txt,c,non
g4pF_taskb.txt,b,cut
g7pB_taskc.txt,c,light
g3pC_taske.txt,e,cut
g7pE_taskd.txt,d,non
g9pF_taska.txt,a,non
g4pJ_taske.txt,e,non
g5pD_taskd.txt,d,non
g2pD_taskb.txt,b,heavy
g3pH_taske.txt,e,non
g6pD_taskc.txt,c,heavy
g6pI_taskb.txt,b,non
g7pE_taskd.txt,d,cut
g5pD_taske.txt,e,light
g1pE_taskb.txt,b,light
g7pG_taskd.txt,d,non
g5pA_taska.txt,a,non
g7pH_taske.txt,e,non
g8pI_taska.txt,a,non
g0pJ_taskb.txt,b,cut
g0pB_taske.txt,e,non
g1pF_taskc.txt,c,non
g0pH_taskc.txt,c,non
g3pH_taskc.txt,c,light
g3pA_taskc.txt,c,cut
g2pG_taske.txt,e,cut
g2pH_taskb.txt,b,non
g8pA_taske.txt,e,non
g3pA_taske.txt,e,heavy
g5pI_taskc.txt,c,heavy
g0pG_taske.txt,e,non
g2pB_taskd.txt,d,heavy
g3pF_taskb.txt,b,non
g4pD_taska.txt,a,non
g0pB_taske.txt,e,cut
g9pD_taska.txt,a,cut
